Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Phorocera,Phorocera grandis
Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Phorocera,Phorocera obscura
Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Phorodon,Phorodon humuli
Animalia,Phoronida,,,Phoronidae,Phoronis,Phoronis hippocrepia
Animalia,Phoronida,,,Phoronidae,Phoronis,Phoronis muelleri
Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Phortica,Phortica semivirgo
Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Phortica,Phortica variegata
Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,Phosphaenus,Phosphaenus hemipterus
Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,Phosphuga,Phosphuga atrata
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Photedes,Photedes extrema
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Photedes,Photedes fluxa
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Photedes,Photedes minima
Animalia,Arthropoda,Malacostraca,Amphipoda,Isaeidae,Photis,Photis longicaudata
Animalia,Arthropoda,Malacostraca,Amphipoda,Isaeidae,Photis,Photis reinhardi
Animalia,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,Phoxichilidium,Phoxichilidium femoratum
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Phoxinus,Phoxinus phoxinus
Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Phoxocephalus,Phoxocephalus holbolli
Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Phradonoma,Phradonoma tricolor
Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Phradonoma,Phradonoma villosulum
Animalia,Arthropoda,Insecta,Lepidoptera,Cossidae,Phragmataecia,Phragmataecia castaneae
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Phragmatiphila,Phragmatiphila nexa
Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Phragmatobia,Phragmatobia fuliginosa
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phratora,Phratora atrovirens
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phratora,Phratora laticollis
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phratora,Phratora tibialis
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phratora,Phratora vitellinae
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phratora,Phratora vulgatissima
Animalia,Arthropoda,Branchiopoda,Diplostraca,Eurycercidae,Phreatalona,Phreatalona phreatica
Animalia,Arthropoda,Branchiopoda,Diplostraca,Eurycercidae,Phreatalona,Phreatalona protzi
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia basalis
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia biarcuata
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia bicolor
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia braueri
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia cinerascens
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia conformis
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia coritanica
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia disgrega
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia egregia
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia exigua
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia flavipes
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia forcipata
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia forcipula
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia gangnei
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia humeralis
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia mutabilis
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia nigricornis
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia nitidiventris
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia obscura
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia obtusa
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia signata
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia strenua
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phronia,Phronia tenuis
Animalia,Arthropoda,Insecta,Diptera,Scathophagidae,Phrosia,Phrosia albilabris
Animalia,Arthropoda,Insecta,Diptera,Sarcophagidae,Phrosinella,Phrosinella nasuta
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phrudus,Phrudus monilicornis
Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Phrurolithus,Phrurolithus festivus
Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Phrurolithus,Phrurolithus minimus
Animalia,Arthropoda,Insecta,Trichoptera,Phryganeidae,Phryganea,Phryganea bipunctata
Animalia,Arthropoda,Insecta,Trichoptera,Phryganeidae,Phryganea,Phryganea grandis
Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Phryno,Phryno vetula
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Phrynorhombus,Phrynorhombus norvegicus
Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Phryxe,Phryxe erythrostoma
Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Phryxe,Phryxe heraclei
Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Phryxe,Phryxe magnicornis
Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Phryxe,Phryxe nemea
Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Phryxe,Phryxe vulgaris
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Phtheochroa,Phtheochroa inopiana
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Phtheochroa,Phtheochroa rugosana
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Phtheochroa,Phtheochroa schreibersiana
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Phtheochroa,Phtheochroa sodaliana
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Phthinia,Phthinia humilis
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Phthiracaridae,Phthiracarus,Phthiracarus boresetosus
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Phthiracaridae,Phthiracarus,Phthiracarus crenophilus
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Phthiracaridae,Phthiracarus,Phthiracarus crinitus
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Phthiracaridae,Phthiracarus,Phthiracarus ferrugineus
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Phthiracaridae,Phthiracarus,Phthiracarus globosus
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Phthiracaridae,Phthiracarus,Phthiracarus laevigatus
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Phthiracaridae,Phthiracarus,Phthiracarus longulus
Animalia,Arthropoda,Arachnida,Sarcoptiformes,Phthiracaridae,Phthiracarus,Phthiracarus testudineus
Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Phthiria,Phthiria pulicaria
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Phthitia,Phthitia empirica
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Phthitia,Phthitia longisetosa
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Phthitia,Phthitia plumosula
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phthorima,Phthorima compressa
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phthorima,Phthorima picta
Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Phthorimaea,Phthorimaea operculella
Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Phtisica,Phtisica marina
Animalia,Chordata,Actinopterygii,Gadiformes,Phycidae,Phycis,Phycis blennoides
Animalia,Chordata,Actinopterygii,Gadiformes,Phycidae,Phycis,Phycis phycis
Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycita,Phycita roborella
Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycitodes,Phycitodes albatella
Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycitodes,Phycitodes binaevella
Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycitodes,Phycitodes inquinatella
Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycitodes,Phycitodes maritima
Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycitodes,Phycitodes saxicola
Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Phycosoma,Phycosoma inornatum
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phygadeuon,Phygadeuon cephalotes
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phygadeuon,Phygadeuon cubiceps
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phygadeuon,Phygadeuon dimidiatus
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phygadeuon,Phygadeuon dubius
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phygadeuon,Phygadeuon dumetorum
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phygadeuon,Phygadeuon fumator
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phygadeuon,Phygadeuon infelix
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phygadeuon,Phygadeuon leucostigmus
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phygadeuon,Phygadeuon nanus
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phygadeuon,Phygadeuon oviventris
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phygadeuon,Phygadeuon punctiventris
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phygadeuon,Phygadeuon ruficornis
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phygadeuon,Phygadeuon subtilis
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phygadeuon,Phygadeuon trichops
Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Phygadeuon,Phygadeuon variabilis
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Phylan,Phylan gibbus
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Phylidorea,Phylidorea abdominalis
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Phylidorea,Phylidorea ferruginea
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Phylidorea,Phylidorea fulvonervosa
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Phylidorea,Phylidorea longicornis
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Phylidorea,Phylidorea squalens
Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Phyllaphis,Phyllaphis fagi
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,Phyllobius arborator
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,Phyllobius argentatus
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,Phyllobius betulinus
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,Phyllobius glaucus
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,Phyllobius maculicornis
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,Phyllobius oblongus
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,Phyllobius pilicornis
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,Phyllobius pomaceus
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,Phyllobius pyri
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,Phyllobius roboretanus
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,Phyllobius vespertinus
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,Phyllobius virideaeris
Animalia,Platyhelminthes,Cestoda,Tetraphyllidea,Phyllobothriidae,Phyllobothrium,Phyllobothrium delphini
Animalia,Platyhelminthes,Cestoda,Tetraphyllidea,Phyllobothriidae,Phyllobothrium,Phyllobothrium thridax
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phyllobrotica,Phyllobrotica quadrimaculata
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,Phyllocnistis asiatica
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,Phyllocnistis extrematrix
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,Phyllocnistis labyrinthella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,Phyllocnistis saligna
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,Phyllocnistis unipunctella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,Phyllocnistis valentinensis
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,Phyllocnistis xenia
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Phyllocolpa,Phyllocolpa alienata
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Phyllocolpa,Phyllocolpa anglica
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Phyllocolpa,Phyllocolpa carinifrons
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Phyllocolpa,Phyllocolpa erythropyga
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Phyllocolpa,Phyllocolpa leucapsis
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Phyllocolpa,Phyllocolpa leucosticta
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Phyllocolpa,Phyllocolpa oblita
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Phyllocolpa,Phyllocolpa piliserra
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Phyllocolpa,Phyllocolpa polita
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Phyllocolpa,Phyllocolpa prussica
Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Phyllocolpa,Phyllocolpa scotaspis
Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Phyllocoptes,Phyllocoptes azaleae
Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Phyllocoptes,Phyllocoptes castaneae
Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Phyllocoptes,Phyllocoptes eupadi
Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Phyllocoptes,Phyllocoptes goniothorax
Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Phyllocoptes,Phyllocoptes gracilis
Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Phyllocoptes,Phyllocoptes malinus
Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Phyllocoptes,Phyllocoptes parvulus
Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Phyllocoptes,Phyllocoptes populi
Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Phyllocoptes,Phyllocoptes sorbeus
Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Phyllocoptes,Phyllocoptes vaccinii
Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Phyllocoptruta,Phyllocoptruta coryli
Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Phyllodesma,Phyllodesma ilicifolia
Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Phyllodesma,Phyllodesma tremulifolia
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce groenlandica
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce laminosa
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce lineata
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce maculata
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce mucosa
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce rosea
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Phyllodrepa,Phyllodrepa floralis
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Phyllodrepa,Phyllodrepa gracilicornis
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Phyllodrepa,Phyllodrepa ioptera
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Phyllodrepa,Phyllodrepa koltzei
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Phyllodrepa,Phyllodrepa melis
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Phyllodrepa,Phyllodrepa nigra
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Phyllodrepa,Phyllodrepa puberula
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Phyllodrepa,Phyllodrepa salicis
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Phyllodrepoidea,Phyllodrepoidea crenata
Animalia,Arthropoda,Insecta,Diptera,Empididae,Phyllodromia,Phyllodromia melanocephala
Animalia,Arthropoda,Insecta,Hymenoptera,Cephidae,Phylloecus,Phylloecus linearis
Animalia,Arthropoda,Insecta,Hymenoptera,Cephidae,Phylloecus,Phylloecus nigra
Animalia,Arthropoda,Insecta,Hymenoptera,Cephidae,Phylloecus,Phylloecus xanthostoma
Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Phyllomyia,Phyllomyia volvulus
Animalia,Arthropoda,Insecta,Diptera,Milichiidae,Phyllomyza,Phyllomyza beckeri
Animalia,Arthropoda,Insecta,Diptera,Milichiidae,Phyllomyza,Phyllomyza donisthorpei
Animalia,Arthropoda,Insecta,Diptera,Milichiidae,Phyllomyza,Phyllomyza equitans
Animalia,Arthropoda,Insecta,Diptera,Milichiidae,Phyllomyza,Phyllomyza formicae
Animalia,Arthropoda,Insecta,Diptera,Milichiidae,Phyllomyza,Phyllomyza longipalpis
Animalia,Arthropoda,Insecta,Diptera,Milichiidae,Phyllomyza,Phyllomyza rubricornis
Animalia,Arthropoda,Insecta,Diptera,Milichiidae,Phyllomyza,Phyllomyza securicornis
Animalia,Arthropoda,Insecta,Diptera,Milichiidae,Phyllomyza,Phyllomyza tetragona
Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Phylloneta,Phylloneta impressa
Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Phylloneta,Phylloneta sisyphia
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter acerifoliella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter anderidae
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter blancardella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter cavella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter cerasicolella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter comparella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter connexella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter coryli
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter corylifoliella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter cydoniella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter dubitella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter emberizaepenella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter esperella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter froelichiella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter geniculella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter harrisella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter heegeriella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter hilarella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter insignitella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter issikii
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter joannisi
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter junoniella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter klemannella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter kuhlweiniella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter lantanella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter lautella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter leucographella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter maestingella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter medicaginella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter mespilella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter messaniella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter muelleriella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter nicellii
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter oxyacanthae
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter pastorella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter platani
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter populifoliella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter quercifoliella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter quinqueguttella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter rajella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter roboris
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter sagitella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter salicicolella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter salictella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter scabiosella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter schreberella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter scopariella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter sorbi
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter spinicolella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter stettinensis
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter strigulatella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter tenerella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter trifasciella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter tristrigella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter ulmifoliella
Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter viminetorum
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Phyllopertha,Phyllopertha horticola
Animalia,Arthropoda,Insecta,Lepidoptera,Incurvariidae,Phylloporia,Phylloporia bistrigella
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus bonelli
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus borealis
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus collybita
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus coronatus
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus fuscatus
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus humei
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus ibericus
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus inornatus
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus orientalis
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus plumbeitarsus
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus proregulus
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus schwarzi
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus sibilatrix
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus tristis
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus trochiloides
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus trochilus
Animalia,Arthropoda,Insecta,Hemiptera,Coccidae,Phyllostroma,Phyllostroma myrtilli
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phyllotreta,Phyllotreta armoraciae
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phyllotreta,Phyllotreta astrachanica
